Utterence name (file name),Speaker name,Model,Language,Gender,Age,Noise Type,Source link,label,utt,path
TTS_jessie_5.wav,TTS_jessie,,English,Female,Teenager,,https://www.facebook.com/100078124676648/videos/364291338955992/,spoof,TTS_jessie_5,./2024_FakeSample/TTS_Sample/TTS_jessie_5.wav
TTS_jessie_6.wav,TTS_jessie,,English,Female,Teenager,,https://www.facebook.com/100078124676648/videos/364291338955992/,spoof,TTS_jessie_6,./2024_FakeSample/TTS_Sample/TTS_jessie_6.wav
TTS_program_france_1.wav,TTS_primrose,,French,Female,Adult,,https://app.resemble.ai/projects/1329a204-default/clips/69e74c3c-demo-clip/edit,spoof,TTS_program_france_1,./2024_FakeSample/TTS_Sample/TTS_program_france_1.wav
TTS_program_france_2.wav,TTS_primrose,,French,Female,Adult,,https://app.resemble.ai/projects/1329a204-default/clips/69e74c3c-demo-clip/edit,spoof,TTS_program_france_2,./2024_FakeSample/TTS_Sample/TTS_program_france_2.wav
TTS_program_france_3.wav,TTS_primrose,,French,Female,Adult,,https://app.resemble.ai/projects/1329a204-default/clips/69e74c3c-demo-clip/edit,spoof,TTS_program_france_3,./2024_FakeSample/TTS_Sample/TTS_program_france_3.wav
TTS_program_france_4.wav,TTS_primrose,,French,Female,Adult,,https://app.resemble.ai/projects/1329a204-default/clips/69e74c3c-demo-clip/edit,spoof,TTS_program_france_4,./2024_FakeSample/TTS_Sample/TTS_program_france_4.wav
TTS_program_france_5.wav,TTS_primrose,,French,Female,Adult,,https://app.resemble.ai/projects/1329a204-default/clips/69e74c3c-demo-clip/edit,spoof,TTS_program_france_5,./2024_FakeSample/TTS_Sample/TTS_program_france_5.wav
TTS_program_france_6.wav,TTS_primrose,,French,Female,Adult,,https://app.resemble.ai/projects/1329a204-default/clips/69e74c3c-demo-clip/edit,spoof,TTS_program_france_6,./2024_FakeSample/TTS_Sample/TTS_program_france_6.wav
TTS_program_france_7.wav,TTS_primrose,,French,Female,Adult,,https://app.resemble.ai/projects/1329a204-default/clips/69e74c3c-demo-clip/edit,spoof,TTS_program_france_7,./2024_FakeSample/TTS_Sample/TTS_program_france_7.wav
TTS_program_Spanish_1.wav,TTS_Charles,,spanish,Male,Adult,,https://app.resemble.ai/projects/1329a204-default/clips/69e74c3c-demo-clip/edit,spoof,TTS_program_Spanish_1,./2024_FakeSample/TTS_Sample/TTS_program_Spanish_1.wav
TTS_program_Spanish_2.wav,TTS_Charles,,spanish,Male,Adult,,https://app.resemble.ai/projects/1329a204-default/clips/69e74c3c-demo-clip/edit,spoof,TTS_program_Spanish_2,./2024_FakeSample/TTS_Sample/TTS_program_Spanish_2.wav
TTS_program_Spanish_3.wav,TTS_Charles,,spanish,Male,Adult,,https://app.resemble.ai/projects/1329a204-default/clips/69e74c3c-demo-clip/edit,spoof,TTS_program_Spanish_3,./2024_FakeSample/TTS_Sample/TTS_program_Spanish_3.wav
TTS_program_Spanish_4.wav,TTS_Charles,,spanish,Male,Adult,,https://app.resemble.ai/projects/1329a204-default/clips/69e74c3c-demo-clip/edit,spoof,TTS_program_Spanish_4,./2024_FakeSample/TTS_Sample/TTS_program_Spanish_4.wav
TTS_program_Spanish_5.wav,TTS_Charles,,spanish,Male,Adult,,https://app.resemble.ai/projects/1329a204-default/clips/69e74c3c-demo-clip/edit,spoof,TTS_program_Spanish_5,./2024_FakeSample/TTS_Sample/TTS_program_Spanish_5.wav
TTS_program_Spanish_6.wav,TTS_Charles,,spanish,Male,Adult,,https://app.resemble.ai/projects/1329a204-default/clips/69e74c3c-demo-clip/edit,spoof,TTS_program_Spanish_6,./2024_FakeSample/TTS_Sample/TTS_program_Spanish_6.wav
TTS_program_Spanish_7.wav,TTS_Charles,,spanish,Male,Adult,,https://app.resemble.ai/projects/1329a204-default/clips/69e74c3c-demo-clip/edit,spoof,TTS_program_Spanish_7,./2024_FakeSample/TTS_Sample/TTS_program_Spanish_7.wav
TTS_program_Spanish_8.wav,TTS_Charles,,spanish,Male,Adult,,https://app.resemble.ai/projects/1329a204-default/clips/69e74c3c-demo-clip/edit,spoof,TTS_program_Spanish_8,./2024_FakeSample/TTS_Sample/TTS_program_Spanish_8.wav
TTS_chinese_1.wav,TTS_Wei,,Chinese,Female,Teenager,,https://webapp.dubverse.ai/home?page=1,spoof,TTS_chinese_1,./2024_FakeSample/TTS_Sample/TTS_chinese_1.wav
TTS_chinese_2.wav,TTS_Wei,,Chinese,Female,Teenager,,https://webapp.dubverse.ai/home?page=1,spoof,TTS_chinese_2,./2024_FakeSample/TTS_Sample/TTS_chinese_2.wav
TTS_chinese_3.wav,TTS_Wei,,Chinese,Female,Teenager,,https://webapp.dubverse.ai/home?page=1,spoof,TTS_chinese_3,./2024_FakeSample/TTS_Sample/TTS_chinese_3.wav
TTS_chinese_4.wav,TTS_Wei,,Chinese,Female,Teenager,,https://webapp.dubverse.ai/home?page=1,spoof,TTS_chinese_4,./2024_FakeSample/TTS_Sample/TTS_chinese_4.wav
TTS_chinese_5.wav,TTS_Wei,,Chinese,Female,Teenager,,https://webapp.dubverse.ai/home?page=1,spoof,TTS_chinese_5,./2024_FakeSample/TTS_Sample/TTS_chinese_5.wav
TTS_chinese_6.wav,TTS_Wei,,Chinese,Female,Teenager,,https://webapp.dubverse.ai/home?page=1,spoof,TTS_chinese_6,./2024_FakeSample/TTS_Sample/TTS_chinese_6.wav
TTS_vietnam_1.wav,TTS_Huan,,Vietnamese,Male,Adult,,https://webapp.dubverse.ai/project/954783b3-5288-48ee-a218-d30d7db21944,spoof,TTS_vietnam_1,./2024_FakeSample/TTS_Sample/TTS_vietnam_1.wav
TTS_vietnam_2.wav,TTS_Huan,,Vietnamese,Male,Adult,,https://webapp.dubverse.ai/project/954783b3-5288-48ee-a218-d30d7db21944,spoof,TTS_vietnam_2,./2024_FakeSample/TTS_Sample/TTS_vietnam_2.wav
TTS_vietnam_3.wav,TTS_Huan,,Vietnamese,Male,Adult,,https://webapp.dubverse.ai/project/954783b3-5288-48ee-a218-d30d7db21944,spoof,TTS_vietnam_3,./2024_FakeSample/TTS_Sample/TTS_vietnam_3.wav
TTS_vietnam_4.wav,TTS_Huan,,Vietnamese,Male,Adult,,https://webapp.dubverse.ai/project/954783b3-5288-48ee-a218-d30d7db21944,spoof,TTS_vietnam_4,./2024_FakeSample/TTS_Sample/TTS_vietnam_4.wav
TTS_vietnam_5.wav,TTS_Huan,,Vietnamese,Male,Adult,,https://webapp.dubverse.ai/project/954783b3-5288-48ee-a218-d30d7db21944,spoof,TTS_vietnam_5,./2024_FakeSample/TTS_Sample/TTS_vietnam_5.wav
TTS_vietnam_6.wav,TTS_Huan,,Vietnamese,Male,Adult,,https://webapp.dubverse.ai/project/954783b3-5288-48ee-a218-d30d7db21944,spoof,TTS_vietnam_6,./2024_FakeSample/TTS_Sample/TTS_vietnam_6.wav
TTS_onedo_1.wav,TTS_onedo,,Korean,Female,Adult,Music,https://youtube.com/watch?v=KAzQldaCNYM,spoof,TTS_onedo_1,./2024_FakeSample/TTS_Sample/TTS_onedo_1.wav
TTS_onedo_2.wav,TTS_onedo,,Korean,Female,Adult,Music,https://youtube.com/watch?v=KAzQldaCNYM,spoof,TTS_onedo_2,./2024_FakeSample/TTS_Sample/TTS_onedo_2.wav
TTS_onedo_3.wav,TTS_onedo,,Korean,Female,Adult,Music,https://youtube.com/watch?v=KAzQldaCNYM,spoof,TTS_onedo_3,./2024_FakeSample/TTS_Sample/TTS_onedo_3.wav
TTS_onedo_4.wav,TTS_onedo,,Korean,Female,Adult,Music,https://youtube.com/watch?v=KAzQldaCNYM,spoof,TTS_onedo_4,./2024_FakeSample/TTS_Sample/TTS_onedo_4.wav
TTS_onedo_5.wav,TTS_onedo,,Korean,Female,Adult,Music,https://youtube.com/watch?v=KAzQldaCNYM,spoof,TTS_onedo_5,./2024_FakeSample/TTS_Sample/TTS_onedo_5.wav
TTS_Diffusion_model_1.wav,TTS voice,Diffusion,English,Female,Adult,,https://grad-tts.github.io/,spoof,TTS_Diffusion_model_1,./2024_FakeSample/TTS_Sample/TTS_Diffusion_model_1.wav
TTS_Diffusion_model_2.wav,TTS voice,Diffusion,English,Female,Adult,,https://grad-tts.github.io/,spoof,TTS_Diffusion_model_2,./2024_FakeSample/TTS_Sample/TTS_Diffusion_model_2.wav
TTS_Diffusion_model_3.wav,TTS voice,Diffusion,English,Female,Adult,,https://grad-tts.github.io/,spoof,TTS_Diffusion_model_3,./2024_FakeSample/TTS_Sample/TTS_Diffusion_model_3.wav
TTS_Diffusion_model_4.wav,TTS voice,Diffusion,English,Female,Adult,,https://grad-tts.github.io/,spoof,TTS_Diffusion_model_4,./2024_FakeSample/TTS_Sample/TTS_Diffusion_model_4.wav
TTS_Diffusion_model_5.wav,TTS voice,Diffusion,English,Female,Adult,,https://grad-tts.github.io/,spoof,TTS_Diffusion_model_5,./2024_FakeSample/TTS_Sample/TTS_Diffusion_model_5.wav
TTS_GAN_model_japanese_1.wav,TTS japanese,GAN,Japanese,Male,Adult,,https://nbviewer.org/gist/r9y9/185a56417cee27d9f785b8caf1c9f5ec,spoof,TTS_GAN_model_japanese_1,./2024_FakeSample/TTS_Sample/TTS_GAN_model_japanese_1.wav
TTS_GAN_model_japanese_2.wav,TTS japanese,GAN,Japanese,Male,Adult,,https://nbviewer.org/gist/r9y9/185a56417cee27d9f785b8caf1c9f5ec,spoof,TTS_GAN_model_japanese_2,./2024_FakeSample/TTS_Sample/TTS_GAN_model_japanese_2.wav
TTS_GAN_model_japanese_3.wav,TTS japanese,GAN,Japanese,Male,Adult,,https://nbviewer.org/gist/r9y9/185a56417cee27d9f785b8caf1c9f5ec,spoof,TTS_GAN_model_japanese_3,./2024_FakeSample/TTS_Sample/TTS_GAN_model_japanese_3.wav
TTS_GAN_model_japanese_4.wav,TTS japanese,GAN,Japanese,Male,Adult,,https://nbviewer.org/gist/r9y9/185a56417cee27d9f785b8caf1c9f5ec,spoof,TTS_GAN_model_japanese_4,./2024_FakeSample/TTS_Sample/TTS_GAN_model_japanese_4.wav
TTS_GAN_model_japanese_5.wav,TTS japanese,GAN,Japanese,Male,Adult,,https://nbviewer.org/gist/r9y9/185a56417cee27d9f785b8caf1c9f5ec,spoof,TTS_GAN_model_japanese_5,./2024_FakeSample/TTS_Sample/TTS_GAN_model_japanese_5.wav
TTS_styletts2_model_1.wav,TTS voice,Diffusion-GAN,English,Female,Adult,,https://styletts2.github.io/,spoof,TTS_styletts2_model_1,./2024_FakeSample/TTS_Sample/TTS_styletts2_model_1.wav
TTS_styletts2_model_2.wav,TTS voice,Diffusion-GAN,English,Female,Adult,,https://styletts2.github.io/,spoof,TTS_styletts2_model_2,./2024_FakeSample/TTS_Sample/TTS_styletts2_model_2.wav
TTS_styletts2_model_3.wav,TTS voice,Diffusion-GAN,English,Female,Adult,,https://styletts2.github.io/,spoof,TTS_styletts2_model_3,./2024_FakeSample/TTS_Sample/TTS_styletts2_model_3.wav
TTS_styletts2_model_4.wav,TTS voice,Diffusion-GAN,English,Female,Adult,,https://styletts2.github.io/,spoof,TTS_styletts2_model_4,./2024_FakeSample/TTS_Sample/TTS_styletts2_model_4.wav
TTS_styletts2_model_5.wav,TTS voice,Diffusion-GAN,English,Female,Adult,,https://styletts2.github.io/,spoof,TTS_styletts2_model_5,./2024_FakeSample/TTS_Sample/TTS_styletts2_model_5.wav
TTS_styletts2_model_6.wav,TTS voice,Diffusion-GAN,English,Female,Adult,,https://styletts2.github.io/,spoof,TTS_styletts2_model_6,./2024_FakeSample/TTS_Sample/TTS_styletts2_model_6.wav
TTS_styletts2_model_7.wav,TTS voice,Diffusion-GAN,English,Female,Adult,,https://styletts2.github.io/,spoof,TTS_styletts2_model_7,./2024_FakeSample/TTS_Sample/TTS_styletts2_model_7.wav
TTS_HIFIGAN_1.wav,TTS voice,GAN,English,Female,Adult,,https://jik876.github.io/hifi-gan-demo/#ss,spoof,TTS_HIFIGAN_1,./2024_FakeSample/TTS_Sample/TTS_HIFIGAN_1.wav
TTS_HIFIGAN_2.wav,TTS voice,GAN,English,Female,Adult,,https://jik876.github.io/hifi-gan-demo/#ss,spoof,TTS_HIFIGAN_2,./2024_FakeSample/TTS_Sample/TTS_HIFIGAN_2.wav
TTS_HIFIGAN_3.wav,TTS voice,GAN,English,Female,Adult,,https://jik876.github.io/hifi-gan-demo/#ss,spoof,TTS_HIFIGAN_3,./2024_FakeSample/TTS_Sample/TTS_HIFIGAN_3.wav
TTS_HIFIGAN_4.wav,TTS voice,GAN,English,Female,Adult,,https://jik876.github.io/hifi-gan-demo/#ss,spoof,TTS_HIFIGAN_4,./2024_FakeSample/TTS_Sample/TTS_HIFIGAN_4.wav
TTS_HIFIGAN_5.wav,TTS voice,GAN,English,Female,Adult,,https://jik876.github.io/hifi-gan-demo/#ss,spoof,TTS_HIFIGAN_5,./2024_FakeSample/TTS_Sample/TTS_HIFIGAN_5.wav
TTS_HIFIGAN2_1.wav,TTS voice,GAN,English,Female,Adult,,https://jik876.github.io/hifi-gan-demo/#ss,spoof,TTS_HIFIGAN2_1,./2024_FakeSample/TTS_Sample/TTS_HIFIGAN2_1.wav
TTS_HIFIGAN2_2.wav,TTS voice,GAN,English,Female,Adult,,https://jik876.github.io/hifi-gan-demo/#ss,spoof,TTS_HIFIGAN2_2,./2024_FakeSample/TTS_Sample/TTS_HIFIGAN2_2.wav
TTS_HIFIGAN2_3.wav,TTS voice,GAN,English,Female,Adult,,https://jik876.github.io/hifi-gan-demo/#ss,spoof,TTS_HIFIGAN2_3,./2024_FakeSample/TTS_Sample/TTS_HIFIGAN2_3.wav
TTS_HIFIGAN2_4.wav,TTS voice,GAN,English,Female,Adult,,https://jik876.github.io/hifi-gan-demo/#ss,spoof,TTS_HIFIGAN2_4,./2024_FakeSample/TTS_Sample/TTS_HIFIGAN2_4.wav
TTS_HIFIGAN2_5.wav,TTS voice,GAN,English,Female,Adult,,https://jik876.github.io/hifi-gan-demo/#ss,spoof,TTS_HIFIGAN2_5,./2024_FakeSample/TTS_Sample/TTS_HIFIGAN2_5.wav
TTS_sytletts2_1.wav,TTS voice,Diffusion-GAN,English,Male,Adult,,https://huggingface.co/spaces/styletts2/styletts2,spoof,TTS_sytletts2_1,./2024_FakeSample/TTS_Sample/TTS_sytletts2_1.wav
TTS_sytletts2_2.wav,TTS voice,Diffusion-GAN,English,Male,Adult,,https://huggingface.co/spaces/styletts2/styletts2,spoof,TTS_sytletts2_2,./2024_FakeSample/TTS_Sample/TTS_sytletts2_2.wav
TTS_sytletts2_3.wav,TTS voice,Diffusion-GAN,English,Male,Adult,,https://huggingface.co/spaces/styletts2/styletts2,spoof,TTS_sytletts2_3,./2024_FakeSample/TTS_Sample/TTS_sytletts2_3.wav
TTS_sytletts2_4.wav,TTS voice,Diffusion-GAN,English,Male,Adult,,https://huggingface.co/spaces/styletts2/styletts2,spoof,TTS_sytletts2_4,./2024_FakeSample/TTS_Sample/TTS_sytletts2_4.wav
TTS_sytletts2_5.wav,TTS voice,Diffusion-GAN,English,Male,Adult,,https://huggingface.co/spaces/styletts2/styletts2,spoof,TTS_sytletts2_5,./2024_FakeSample/TTS_Sample/TTS_sytletts2_5.wav
TTS_sytletts2_6.wav,TTS voice,Diffusion-GAN,English,Male,Adult,,https://huggingface.co/spaces/styletts2/styletts2,spoof,TTS_sytletts2_6,./2024_FakeSample/TTS_Sample/TTS_sytletts2_6.wav
TTS_sytletts2_7.wav,TTS voice,Diffusion-GAN,English,Male,Adult,,https://huggingface.co/spaces/styletts2/styletts2,spoof,TTS_sytletts2_7,./2024_FakeSample/TTS_Sample/TTS_sytletts2_7.wav
TTS_japanese_1.wav,TTS voice,,Japanese,Female,Adult,,https://elevenlabs.io/speech-synthesis,spoof,TTS_japanese_1,./2024_FakeSample/TTS_Sample/TTS_japanese_1.wav
TTS_japanese_2.wav,TTS voice,,Japanese,Female,Adult,,https://elevenlabs.io/speech-synthesis,spoof,TTS_japanese_2,./2024_FakeSample/TTS_Sample/TTS_japanese_2.wav
TTS_japanese_3.wav,TTS voice,,Japanese,Female,Adult,,https://elevenlabs.io/speech-synthesis,spoof,TTS_japanese_3,./2024_FakeSample/TTS_Sample/TTS_japanese_3.wav
TTS_japanese_4.wav,TTS voice,,Japanese,Female,Adult,,https://elevenlabs.io/speech-synthesis,spoof,TTS_japanese_4,./2024_FakeSample/TTS_Sample/TTS_japanese_4.wav
TTS_japanese_5.wav,TTS voice,,Japanese,Female,Adult,,https://elevenlabs.io/speech-synthesis,spoof,TTS_japanese_5,./2024_FakeSample/TTS_Sample/TTS_japanese_5.wav
TTS_japanese_6.wav,TTS voice,,Japanese,Female,Adult,,https://elevenlabs.io/speech-synthesis,spoof,TTS_japanese_6,./2024_FakeSample/TTS_Sample/TTS_japanese_6.wav
TTS_japanese_7.wav,TTS voice,,Japanese,Female,Adult,,https://elevenlabs.io/speech-synthesis,spoof,TTS_japanese_7,./2024_FakeSample/TTS_Sample/TTS_japanese_7.wav
TTS_japanese_8.wav,TTS voice,,Japanese,Female,Adult,,https://elevenlabs.io/speech-synthesis,spoof,TTS_japanese_8,./2024_FakeSample/TTS_Sample/TTS_japanese_8.wav
TTS_styletts2_1.wav,TTS voice,Diffusion-GAN,English,Female,Adult,,https://huggingface.co/spaces/styletts2/styletts2,spoof,TTS_styletts2_1,./2024_FakeSample/TTS_Sample/TTS_styletts2_1.wav
TTS_styletts2_2.wav,TTS voice,Diffusion-GAN,English,Female,Adult,,https://huggingface.co/spaces/styletts2/styletts2,spoof,TTS_styletts2_2,./2024_FakeSample/TTS_Sample/TTS_styletts2_2.wav
TTS_styletts2_3.wav,TTS voice,Diffusion-GAN,English,Female,Adult,,https://huggingface.co/spaces/styletts2/styletts2,spoof,TTS_styletts2_3,./2024_FakeSample/TTS_Sample/TTS_styletts2_3.wav
