,file_path,subset,cat,utt,Utterence name (file name),Speaker name,TTS or VC,Is multi-speaker?,Language,Gender,Age,Noise type 1,Source link,path,group,Model,label
15,vocoded/hn-sinc-nsf-hifi_LA_T_5187822.wav,train,-,hn-sinc-nsf-hifi_LA_T_5187822,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
16,bonafide/LA_T_8647496.wav,train,-,LA_T_8647496,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
17,vocoded/hifigan_LA_T_8647496.wav,train,-,hifigan_LA_T_8647496,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
18,vocoded/waveglow_LA_T_8647496.wav,train,-,waveglow_LA_T_8647496,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
19,vocoded/hn-sinc-nsf-hifi_LA_T_8647496.wav,train,-,hn-sinc-nsf-hifi_LA_T_8647496,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
20,bonafide/LA_T_7744923.wav,train,-,LA_T_7744923,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
21,vocoded/hifigan_LA_T_7744923.wav,train,-,hifigan_LA_T_7744923,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
22,vocoded/waveglow_LA_T_7744923.wav,train,-,waveglow_LA_T_7744923,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
23,vocoded/hn-sinc-nsf-hifi_LA_T_7744923.wav,train,-,hn-sinc-nsf-hifi_LA_T_7744923,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
24,bonafide/LA_T_7462273.wav,train,-,LA_T_7462273,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
25,vocoded/hifigan_LA_T_7462273.wav,train,-,hifigan_LA_T_7462273,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
26,vocoded/waveglow_LA_T_7462273.wav,train,-,waveglow_LA_T_7462273,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
27,vocoded/hn-sinc-nsf-hifi_LA_T_7462273.wav,train,-,hn-sinc-nsf-hifi_LA_T_7462273,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
28,bonafide/LA_T_8791339.wav,train,-,LA_T_8791339,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
29,vocoded/hifigan_LA_T_8791339.wav,train,-,hifigan_LA_T_8791339,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
30,vocoded/waveglow_LA_T_8791339.wav,train,-,waveglow_LA_T_8791339,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
31,vocoded/hn-sinc-nsf-hifi_LA_T_8791339.wav,train,-,hn-sinc-nsf-hifi_LA_T_8791339,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
32,bonafide/LA_T_5427607.wav,train,-,LA_T_5427607,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
33,vocoded/hifigan_LA_T_5427607.wav,train,-,hifigan_LA_T_5427607,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
34,vocoded/waveglow_LA_T_5427607.wav,train,-,waveglow_LA_T_5427607,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
35,vocoded/hn-sinc-nsf-hifi_LA_T_5427607.wav,train,-,hn-sinc-nsf-hifi_LA_T_5427607,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
36,bonafide/LA_T_5518956.wav,train,-,LA_T_5518956,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
37,vocoded/hifigan_LA_T_5518956.wav,train,-,hifigan_LA_T_5518956,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
38,vocoded/waveglow_LA_T_5518956.wav,train,-,waveglow_LA_T_5518956,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
39,vocoded/hn-sinc-nsf-hifi_LA_T_5518956.wav,train,-,hn-sinc-nsf-hifi_LA_T_5518956,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
40,bonafide/LA_T_9912890.wav,train,-,LA_T_9912890,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
41,vocoded/hifigan_LA_T_9912890.wav,train,-,hifigan_LA_T_9912890,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
42,vocoded/waveglow_LA_T_9912890.wav,train,-,waveglow_LA_T_9912890,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
43,vocoded/hn-sinc-nsf-hifi_LA_T_9912890.wav,train,-,hn-sinc-nsf-hifi_LA_T_9912890,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
44,bonafide/LA_T_2857301.wav,train,-,LA_T_2857301,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
45,vocoded/hifigan_LA_T_2857301.wav,train,-,hifigan_LA_T_2857301,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
46,vocoded/waveglow_LA_T_2857301.wav,train,-,waveglow_LA_T_2857301,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
47,vocoded/hn-sinc-nsf-hifi_LA_T_2857301.wav,train,-,hn-sinc-nsf-hifi_LA_T_2857301,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
48,bonafide/LA_T_4153503.wav,train,-,LA_T_4153503,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
49,vocoded/hifigan_LA_T_4153503.wav,train,-,hifigan_LA_T_4153503,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
50,vocoded/waveglow_LA_T_4153503.wav,train,-,waveglow_LA_T_4153503,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
51,vocoded/hn-sinc-nsf-hifi_LA_T_4153503.wav,train,-,hn-sinc-nsf-hifi_LA_T_4153503,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
52,bonafide/LA_T_8140876.wav,train,-,LA_T_8140876,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
53,vocoded/hifigan_LA_T_8140876.wav,train,-,hifigan_LA_T_8140876,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
54,vocoded/waveglow_LA_T_8140876.wav,train,-,waveglow_LA_T_8140876,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
55,vocoded/hn-sinc-nsf-hifi_LA_T_8140876.wav,train,-,hn-sinc-nsf-hifi_LA_T_8140876,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
56,bonafide/LA_T_8588034.wav,train,-,LA_T_8588034,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
57,vocoded/hifigan_LA_T_8588034.wav,train,-,hifigan_LA_T_8588034,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
58,vocoded/waveglow_LA_T_8588034.wav,train,-,waveglow_LA_T_8588034,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
59,vocoded/hn-sinc-nsf-hifi_LA_T_8588034.wav,train,-,hn-sinc-nsf-hifi_LA_T_8588034,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
60,bonafide/LA_T_4860349.wav,train,-,LA_T_4860349,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
61,vocoded/hifigan_LA_T_4860349.wav,train,-,hifigan_LA_T_4860349,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
62,vocoded/waveglow_LA_T_4860349.wav,train,-,waveglow_LA_T_4860349,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
63,vocoded/hn-sinc-nsf-hifi_LA_T_4860349.wav,train,-,hn-sinc-nsf-hifi_LA_T_4860349,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
64,bonafide/LA_T_3751912.wav,train,-,LA_T_3751912,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
65,vocoded/hifigan_LA_T_3751912.wav,train,-,hifigan_LA_T_3751912,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
66,vocoded/waveglow_LA_T_3751912.wav,train,-,waveglow_LA_T_3751912,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
67,vocoded/hn-sinc-nsf-hifi_LA_T_3751912.wav,train,-,hn-sinc-nsf-hifi_LA_T_3751912,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
68,bonafide/LA_T_8919107.wav,train,-,LA_T_8919107,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
69,vocoded/hifigan_LA_T_8919107.wav,train,-,hifigan_LA_T_8919107,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
70,vocoded/waveglow_LA_T_8919107.wav,train,-,waveglow_LA_T_8919107,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
71,vocoded/hn-sinc-nsf-hifi_LA_T_8919107.wav,train,-,hn-sinc-nsf-hifi_LA_T_8919107,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
72,bonafide/LA_T_5307856.wav,train,-,LA_T_5307856,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
73,vocoded/hifigan_LA_T_5307856.wav,train,-,hifigan_LA_T_5307856,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
74,vocoded/waveglow_LA_T_5307856.wav,train,-,waveglow_LA_T_5307856,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
75,vocoded/hn-sinc-nsf-hifi_LA_T_5307856.wav,train,-,hn-sinc-nsf-hifi_LA_T_5307856,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
76,bonafide/LA_T_4434089.wav,train,-,LA_T_4434089,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
77,vocoded/hifigan_LA_T_4434089.wav,train,-,hifigan_LA_T_4434089,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
78,vocoded/waveglow_LA_T_4434089.wav,train,-,waveglow_LA_T_4434089,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
79,vocoded/hn-sinc-nsf-hifi_LA_T_4434089.wav,train,-,hn-sinc-nsf-hifi_LA_T_4434089,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
80,bonafide/LA_T_1236840.wav,train,-,LA_T_1236840,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
81,vocoded/hifigan_LA_T_1236840.wav,train,-,hifigan_LA_T_1236840,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
82,vocoded/waveglow_LA_T_1236840.wav,train,-,waveglow_LA_T_1236840,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
83,vocoded/hn-sinc-nsf-hifi_LA_T_1236840.wav,train,-,hn-sinc-nsf-hifi_LA_T_1236840,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
84,bonafide/LA_T_7532043.wav,train,-,LA_T_7532043,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
85,vocoded/hifigan_LA_T_7532043.wav,train,-,hifigan_LA_T_7532043,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
86,vocoded/waveglow_LA_T_7532043.wav,train,-,waveglow_LA_T_7532043,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
87,vocoded/hn-sinc-nsf-hifi_LA_T_7532043.wav,train,-,hn-sinc-nsf-hifi_LA_T_7532043,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
88,bonafide/LA_T_9896606.wav,train,-,LA_T_9896606,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
89,vocoded/hifigan_LA_T_9896606.wav,train,-,hifigan_LA_T_9896606,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
90,vocoded/waveglow_LA_T_9896606.wav,train,-,waveglow_LA_T_9896606,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
91,vocoded/hn-sinc-nsf-hifi_LA_T_9896606.wav,train,-,hn-sinc-nsf-hifi_LA_T_9896606,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
92,bonafide/LA_T_7197738.wav,train,-,LA_T_7197738,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
93,vocoded/hifigan_LA_T_7197738.wav,train,-,hifigan_LA_T_7197738,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
94,vocoded/waveglow_LA_T_7197738.wav,train,-,waveglow_LA_T_7197738,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
95,vocoded/hn-sinc-nsf-hifi_LA_T_7197738.wav,train,-,hn-sinc-nsf-hifi_LA_T_7197738,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
96,bonafide/LA_T_4829102.wav,train,-,LA_T_4829102,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
97,vocoded/hifigan_LA_T_4829102.wav,train,-,hifigan_LA_T_4829102,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
98,vocoded/waveglow_LA_T_4829102.wav,train,-,waveglow_LA_T_4829102,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
99,vocoded/hn-sinc-nsf-hifi_LA_T_4829102.wav,train,-,hn-sinc-nsf-hifi_LA_T_4829102,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
100,bonafide/LA_T_9022965.wav,train,-,LA_T_9022965,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
101,vocoded/hifigan_LA_T_9022965.wav,train,-,hifigan_LA_T_9022965,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
102,vocoded/waveglow_LA_T_9022965.wav,train,-,waveglow_LA_T_9022965,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
103,vocoded/hn-sinc-nsf-hifi_LA_T_9022965.wav,train,-,hn-sinc-nsf-hifi_LA_T_9022965,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
104,bonafide/LA_T_6993201.wav,train,-,LA_T_6993201,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
105,vocoded/hifigan_LA_T_6993201.wav,train,-,hifigan_LA_T_6993201,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
106,vocoded/waveglow_LA_T_6993201.wav,train,-,waveglow_LA_T_6993201,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
107,vocoded/hn-sinc-nsf-hifi_LA_T_6993201.wav,train,-,hn-sinc-nsf-hifi_LA_T_6993201,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
108,bonafide/LA_T_4774940.wav,train,-,LA_T_4774940,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
109,vocoded/hifigan_LA_T_4774940.wav,train,-,hifigan_LA_T_4774940,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
110,vocoded/waveglow_LA_T_4774940.wav,train,-,waveglow_LA_T_4774940,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
111,vocoded/hn-sinc-nsf-hifi_LA_T_4774940.wav,train,-,hn-sinc-nsf-hifi_LA_T_4774940,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
112,bonafide/LA_T_5592527.wav,train,-,LA_T_5592527,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
113,vocoded/hifigan_LA_T_5592527.wav,train,-,hifigan_LA_T_5592527,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
114,vocoded/waveglow_LA_T_5592527.wav,train,-,waveglow_LA_T_5592527,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
115,vocoded/hn-sinc-nsf-hifi_LA_T_5592527.wav,train,-,hn-sinc-nsf-hifi_LA_T_5592527,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
116,bonafide/LA_T_1946144.wav,train,-,LA_T_1946144,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
117,vocoded/hifigan_LA_T_1946144.wav,train,-,hifigan_LA_T_1946144,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
118,vocoded/waveglow_LA_T_1946144.wav,train,-,waveglow_LA_T_1946144,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
119,vocoded/hn-sinc-nsf-hifi_LA_T_1946144.wav,train,-,hn-sinc-nsf-hifi_LA_T_1946144,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
120,bonafide/LA_T_9323726.wav,train,-,LA_T_9323726,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
121,vocoded/hifigan_LA_T_9323726.wav,train,-,hifigan_LA_T_9323726,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
122,vocoded/waveglow_LA_T_9323726.wav,train,-,waveglow_LA_T_9323726,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
123,vocoded/hn-sinc-nsf-hifi_LA_T_9323726.wav,train,-,hn-sinc-nsf-hifi_LA_T_9323726,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
124,bonafide/LA_T_6666532.wav,train,-,LA_T_6666532,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
125,vocoded/hifigan_LA_T_6666532.wav,train,-,hifigan_LA_T_6666532,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
126,vocoded/waveglow_LA_T_6666532.wav,train,-,waveglow_LA_T_6666532,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
127,vocoded/hn-sinc-nsf-hifi_LA_T_6666532.wav,train,-,hn-sinc-nsf-hifi_LA_T_6666532,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
128,bonafide/LA_T_2439075.wav,train,-,LA_T_2439075,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
129,vocoded/hifigan_LA_T_2439075.wav,train,-,hifigan_LA_T_2439075,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
130,vocoded/waveglow_LA_T_2439075.wav,train,-,waveglow_LA_T_2439075,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
131,vocoded/hn-sinc-nsf-hifi_LA_T_2439075.wav,train,-,hn-sinc-nsf-hifi_LA_T_2439075,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
132,bonafide/LA_T_9955851.wav,train,-,LA_T_9955851,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
133,vocoded/hifigan_LA_T_9955851.wav,train,-,hifigan_LA_T_9955851,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
134,vocoded/waveglow_LA_T_9955851.wav,train,-,waveglow_LA_T_9955851,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
135,vocoded/hn-sinc-nsf-hifi_LA_T_9955851.wav,train,-,hn-sinc-nsf-hifi_LA_T_9955851,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
136,bonafide/LA_T_8925956.wav,train,-,LA_T_8925956,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
137,vocoded/hifigan_LA_T_8925956.wav,train,-,hifigan_LA_T_8925956,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
138,vocoded/waveglow_LA_T_8925956.wav,train,-,waveglow_LA_T_8925956,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
139,vocoded/hn-sinc-nsf-hifi_LA_T_8925956.wav,train,-,hn-sinc-nsf-hifi_LA_T_8925956,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
140,bonafide/LA_T_3720724.wav,train,-,LA_T_3720724,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
141,vocoded/hifigan_LA_T_3720724.wav,train,-,hifigan_LA_T_3720724,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
142,vocoded/waveglow_LA_T_3720724.wav,train,-,waveglow_LA_T_3720724,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
143,vocoded/hn-sinc-nsf-hifi_LA_T_3720724.wav,train,-,hn-sinc-nsf-hifi_LA_T_3720724,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
144,bonafide/LA_T_2007838.wav,train,-,LA_T_2007838,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
145,vocoded/hifigan_LA_T_2007838.wav,train,-,hifigan_LA_T_2007838,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
146,vocoded/waveglow_LA_T_2007838.wav,train,-,waveglow_LA_T_2007838,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
147,vocoded/hn-sinc-nsf-hifi_LA_T_2007838.wav,train,-,hn-sinc-nsf-hifi_LA_T_2007838,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
148,bonafide/LA_T_5223695.wav,train,-,LA_T_5223695,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
149,vocoded/hifigan_LA_T_5223695.wav,train,-,hifigan_LA_T_5223695,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
150,vocoded/waveglow_LA_T_5223695.wav,train,-,waveglow_LA_T_5223695,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
151,vocoded/hn-sinc-nsf-hifi_LA_T_5223695.wav,train,-,hn-sinc-nsf-hifi_LA_T_5223695,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
152,bonafide/LA_T_9519970.wav,train,-,LA_T_9519970,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
153,vocoded/hifigan_LA_T_9519970.wav,train,-,hifigan_LA_T_9519970,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
154,vocoded/waveglow_LA_T_9519970.wav,train,-,waveglow_LA_T_9519970,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
155,vocoded/hn-sinc-nsf-hifi_LA_T_9519970.wav,train,-,hn-sinc-nsf-hifi_LA_T_9519970,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
156,bonafide/LA_T_4566714.wav,train,-,LA_T_4566714,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
157,vocoded/hifigan_LA_T_4566714.wav,train,-,hifigan_LA_T_4566714,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
158,vocoded/waveglow_LA_T_4566714.wav,train,-,waveglow_LA_T_4566714,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
159,vocoded/hn-sinc-nsf-hifi_LA_T_4566714.wav,train,-,hn-sinc-nsf-hifi_LA_T_4566714,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
160,bonafide/LA_T_3966049.wav,train,-,LA_T_3966049,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
161,vocoded/hifigan_LA_T_3966049.wav,train,-,hifigan_LA_T_3966049,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
162,vocoded/waveglow_LA_T_3966049.wav,train,-,waveglow_LA_T_3966049,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
163,vocoded/hn-sinc-nsf-hifi_LA_T_3966049.wav,train,-,hn-sinc-nsf-hifi_LA_T_3966049,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
164,bonafide/LA_T_9182456.wav,train,-,LA_T_9182456,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
165,vocoded/hifigan_LA_T_9182456.wav,train,-,hifigan_LA_T_9182456,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
166,vocoded/waveglow_LA_T_9182456.wav,train,-,waveglow_LA_T_9182456,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
167,vocoded/hn-sinc-nsf-hifi_LA_T_9182456.wav,train,-,hn-sinc-nsf-hifi_LA_T_9182456,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
168,bonafide/LA_T_1388480.wav,train,-,LA_T_1388480,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
169,vocoded/hifigan_LA_T_1388480.wav,train,-,hifigan_LA_T_1388480,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
170,vocoded/waveglow_LA_T_1388480.wav,train,-,waveglow_LA_T_1388480,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
171,vocoded/hn-sinc-nsf-hifi_LA_T_1388480.wav,train,-,hn-sinc-nsf-hifi_LA_T_1388480,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
172,bonafide/LA_T_1459702.wav,train,-,LA_T_1459702,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
173,vocoded/hifigan_LA_T_1459702.wav,train,-,hifigan_LA_T_1459702,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
174,vocoded/waveglow_LA_T_1459702.wav,train,-,waveglow_LA_T_1459702,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
175,vocoded/hn-sinc-nsf-hifi_LA_T_1459702.wav,train,-,hn-sinc-nsf-hifi_LA_T_1459702,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
176,bonafide/LA_T_6105178.wav,train,-,LA_T_6105178,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
177,vocoded/hifigan_LA_T_6105178.wav,train,-,hifigan_LA_T_6105178,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
178,vocoded/waveglow_LA_T_6105178.wav,train,-,waveglow_LA_T_6105178,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
179,vocoded/hn-sinc-nsf-hifi_LA_T_6105178.wav,train,-,hn-sinc-nsf-hifi_LA_T_6105178,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
180,bonafide/LA_T_2195795.wav,train,-,LA_T_2195795,-,-,-,-,-,-,-,-,-,-,LA2019,-,bonafide
181,vocoded/hifigan_LA_T_2195795.wav,train,-,hifigan_LA_T_2195795,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
182,vocoded/waveglow_LA_T_2195795.wav,train,-,waveglow_LA_T_2195795,-,-,-,-,-,-,-,-,-,-,LA2019,-,spoof
